MatchId,Patch,RankFk,GameDuration,TeamID,B1Champ,B2Champ,B3Champ,B4Champ,B5Champ,R1Champ,R2Champ,R3Champ,R4Champ,R5Champ,BlueBaronKills,BlueRiftHeraldKills,BlueDragonKills,BlueTowerKills,BlueKills,RedBaronKills,RedRiftHeraldKills,RedDragonKills,RedTowerKills,RedKills,RedWin,BlueWin
EUW1_7524085062,15.18,0,105,68935,50,233,517,202,902,17,35,112,15,80,0,0,0,0,0,0,0,0,0,0,1,0
EUW1_7524111529,15.18,6,1862,880,10,60,238,15,412,80,106,8,157,12,1,1,1,8,27,0,0,4,5,26,0,1
EUW1_7524129783,15.18,5,1739,3909,86,203,517,43,235,19,106,163,22,44,1,1,2,9,40,0,0,2,4,27,0,1
EUW1_7524165724,15.18,6,1667,56115,54,24,1,145,16,41,234,133,498,63,0,0,0,3,27,1,1,4,10,43,1,0
EUW1_7524196416,15.18,6,1779,879,254,154,17,236,267,10,141,4,202,555,0,1,1,3,16,1,0,3,8,29,1,0
EUW1_7524228980,15.18,0,1649,72946,122,107,103,67,89,420,35,238,21,902,0,0,0,2,22,0,1,3,9,31,1,0
EUW1_7524239072,15.18,3,2340,1384,875,107,36,901,78,82,106,45,67,35,1,0,2,7,56,1,1,4,10,48,1,0
EUW1_7524258640,15.18,0,1864,72945,516,5,103,133,350,427,64,101,81,19,0,0,0,6,29,1,1,4,7,54,1,0
EUW1_7524292113,15.18,3,1731,1383,875,60,518,22,267,82,141,84,81,101,0,0,1,11,35,0,1,2,2,24,0,1
EUW1_7524293894,15.18,0,2531,72944,19,62,910,51,115,86,17,112,523,25,1,0,3,4,52,0,1,4,11,53,1,0
EUW1_7524351521,15.18,5,1714,5700,13,11,134,21,111,240,233,55,15,29,1,1,4,11,61,0,0,0,3,33,0,1
EUW1_7524353763,15.18,3,1955,1382,875,233,157,145,800,85,19,25,523,111,0,1,3,10,47,0,0,1,2,39,0,1
EUW1_7524358164,15.18,6,1445,2759,98,36,39,236,201,31,91,50,895,80,0,0,1,3,28,0,1,2,7,33,1,0
EUW1_7524384348,15.18,5,1796,5699,82,106,112,99,111,157,517,13,15,267,0,0,2,2,18,1,1,3,11,31,1,0
EUW1_7524391073,15.18,3,1480,1381,54,29,126,202,111,83,234,61,110,98,0,0,1,1,28,0,1,2,10,38,1,0
EUW1_7524427505,15.18,3,1726,1380,86,64,711,202,154,122,24,800,21,888,0,1,4,11,38,0,0,0,1,30,0,1
EUW1_7524433921,15.18,0,2537,71474,58,887,39,157,40,82,233,875,910,161,0,1,2,8,35,2,0,4,13,64,1,0
EUW1_7524467598,15.18,3,109,1379,875,106,131,360,25,14,876,3,51,32,0,0,0,0,1,0,0,0,0,0,0,1
EUW1_7524475994,15.18,3,1943,1378,19,5,800,51,350,80,141,45,360,32,0,0,0,2,39,0,1,4,8,47,1,0
EUW1_7524511400,15.18,3,106,1377,74,48,101,222,99,122,107,238,115,37,0,0,0,0,0,0,0,0,0,2,1,0
EUW1_7524537378,15.18,3,2037,9531,114,876,85,42,555,122,35,45,18,44,1,0,2,4,34,0,1,3,11,37,1,0
EUW1_7524546451,15.18,6,1666,3287,83,32,910,222,26,58,19,103,804,43,0,0,1,3,26,1,1,3,8,45,1,0
EUW1_7524555851,15.18,3,1983,1376,80,19,800,412,111,875,106,103,29,89,0,1,0,6,46,1,0,5,11,52,1,0
EUW1_7524584420,15.18,8,1873,32790,266,91,893,804,235,58,48,99,145,16,0,0,2,1,19,1,1,2,9,47,1,0
EUW1_7524596994,15.18,5,1076,44916,48,113,127,498,201,83,62,91,51,526,0,1,2,3,31,0,0,0,2,10,0,1
EUW1_7524613528,15.18,3,1514,9530,50,62,238,67,43,85,106,3,145,57,0,0,2,6,39,0,1,1,2,15,0,1
EUW1_7524623971,15.18,7,1659,2488,875,32,800,895,350,41,120,3,81,432,0,1,3,7,33,0,0,1,3,28,0,1
EUW1_7524626531,15.18,3,114,1375,10,106,268,15,117,75,203,103,50,111,0,0,0,0,0,0,0,0,0,0,1,0
EUW1_7524631855,15.18,3,2222,5617,887,24,157,29,432,897,107,238,90,223,0,1,1,6,44,2,0,4,9,57,1,0
EUW1_7524639830,15.18,8,1481,32789,79,24,910,222,147,23,91,61,804,89,0,0,2,10,26,0,1,1,4,21,0,1
EUW1_7524655851,15.18,5,1733,44915,266,517,3,804,800,74,113,105,202,40,0,0,1,3,8,1,1,3,10,31,1,0
EUW1_7524673272,15.18,6,2463,5432,154,19,161,235,99,54,113,29,221,117,1,1,2,5,42,1,0,3,9,46,1,0
EUW1_7524706260,15.18,5,2042,44914,150,20,245,901,497,23,5,105,18,201,0,0,1,4,28,1,1,3,11,41,1,0
EUW1_7524710822,15.18,4,2365,11205,2,59,13,222,111,157,80,134,235,902,2,1,3,8,37,0,0,3,7,32,1,0
EUW1_7524711614,15.18,4,2496,5694,82,24,800,42,161,157,107,134,81,53,1,0,2,5,54,0,1,4,10,43,1,0
EUW1_7524712090,15.18,6,1604,66884,875,63,238,145,555,126,254,61,360,78,1,0,2,11,47,0,1,1,2,32,0,1
EUW1_7524721087,15.18,6,1798,544,23,106,90,523,35,157,64,13,901,43,1,1,4,11,42,0,0,0,3,33,0,1
EUW1_7524762574,15.18,8,1718,32788,98,200,90,202,432,893,91,910,22,902,1,1,3,10,25,0,0,0,3,17,0,1
EUW1_7524764546,15.18,6,248,5431,887,64,163,67,16,54,32,55,498,497,0,0,0,0,1,0,0,0,0,2,1,0
EUW1_7524785718,15.18,4,1728,1127,223,9,157,21,89,83,102,45,15,35,1,1,3,8,38,0,0,0,4,19,0,1
EUW1_7524798333,15.18,8,105,32787,85,254,910,901,526,14,950,245,222,43,0,0,0,0,0,0,0,0,0,0,1,0
EUW1_7524817748,15.18,8,1628,32786,83,234,127,110,526,92,91,103,360,43,0,1,4,9,32,0,0,0,4,22,0,1
EUW1_7524832649,15.18,4,1410,1126,54,141,166,29,902,83,234,777,804,89,0,0,0,0,16,0,1,3,10,35,1,0
EUW1_7524844273,15.18,6,1339,878,68,107,893,901,99,10,59,777,145,32,0,0,0,1,16,0,1,2,3,30,1,0
EUW1_7524855875,15.18,4,1879,7831,122,233,45,202,22,54,48,61,145,63,0,1,3,3,18,1,0,2,10,35,1,0
EUW1_7524857672,15.18,8,1628,32785,516,203,112,145,147,50,517,901,498,412,1,1,2,11,39,0,0,1,2,28,0,1
EUW1_7524898863,15.18,2,1853,40669,83,5,127,222,902,114,233,517,22,143,0,1,1,11,22,0,0,4,6,27,0,1
EUW1_7524902944,15.18,4,827,7830,266,131,950,25,22,39,5,38,236,267,0,0,0,0,8,0,0,2,0,14,1,0
EUW1_7524907206,15.18,0,2002,68934,75,62,157,30,32,35,19,101,51,53,0,1,2,0,17,0,0,2,11,33,1,0
EUW1_7524919897,15.18,4,1973,7829,80,11,90,51,22,17,59,157,804,555,1,1,5,10,46,0,0,0,3,41,0,1
EUW1_7524948096,15.18,3,1813,45606,5,233,101,202,111,24,48,145,895,37,1,1,3,9,54,0,0,1,6,33,0,1
EUW1_7524978804,15.18,3,956,45605,19,106,777,18,412,17,20,105,51,36,0,0,1,0,10,0,0,1,3,26,1,0
EUW1_7524986624,15.18,3,1612,45604,48,233,166,81,89,2,35,7,67,36,0,1,1,8,33,0,0,3,2,21,0,1
EUW1_7525054234,15.18,6,2140,877,893,203,69,81,235,13,59,910,901,902,1,1,4,10,31,0,0,1,3,23,0,1
EUW1_7525057175,15.18,6,1236,543,86,56,13,202,267,77,35,103,15,26,0,0,0,0,7,0,1,2,3,23,1,0
EUW1_7525100442,15.18,6,1684,876,17,48,105,22,427,799,246,84,145,16,1,1,4,8,35,0,0,0,5,21,0,1
EUW1_7525112900,15.18,5,2611,9234,2,64,7,29,43,82,141,99,901,143,0,1,3,4,69,2,0,4,8,57,1,0
EUW1_7525117395,15.18,6,1841,875,114,121,238,115,16,122,154,777,15,40,0,1,0,4,34,1,0,4,8,34,1,0
EUW1_7525139267,15.18,8,1799,25720,133,950,134,42,526,83,121,61,221,888,1,0,2,8,35,0,1,2,6,26,0,1
EUW1_7525139869,15.18,3,1776,5616,54,254,245,21,902,82,106,238,145,25,0,0,1,0,17,1,1,3,10,31,1,0
EUW1_7525163387,15.18,8,1673,25719,799,200,517,81,43,83,246,161,221,555,1,1,1,10,33,0,0,2,6,29,0,1
EUW1_7525239650,15.18,4,1828,7828,777,234,910,360,54,517,64,238,21,22,1,1,3,9,38,0,0,1,3,30,0,1
EUW1_7525252059,15.18,3,1453,5615,36,29,8,67,432,150,9,238,523,223,0,0,1,3,18,0,1,2,11,32,1,0
EUW1_7525264800,15.18,3,124,1374,17,19,91,21,25,36,106,55,145,555,0,0,0,0,0,0,0,0,0,0,0,1
EUW1_7525331602,15.18,5,2348,9233,150,234,161,21,497,157,24,84,202,12,1,0,2,6,37,1,1,4,11,43,1,0
EUW1_7525344251,15.18,6,2015,60,82,200,236,222,80,86,64,38,29,350,1,0,3,7,32,0,1,1,8,39,1,0
EUW1_7525386493,15.18,5,1724,9232,875,56,90,21,50,223,60,238,800,412,1,0,3,11,39,0,1,1,4,29,0,1
EUW1_7525391659,15.18,6,1709,59,133,254,55,29,161,164,64,38,18,117,0,1,1,3,18,1,0,3,8,42,1,0
EUW1_7525460285,15.18,4,2256,7827,36,91,245,29,161,266,234,45,21,22,1,0,2,9,33,0,1,3,6,40,0,1
EUW1_7525470653,15.18,6,1833,2758,6,20,910,15,518,106,19,134,901,43,0,1,1,6,20,1,0,3,9,38,1,0
EUW1_7525474115,15.18,1,1957,39898,777,76,81,22,893,23,121,112,161,50,0,1,2,11,48,0,0,3,2,30,0,1
EUW1_7525523138,15.18,1,2476,39897,58,25,777,222,245,86,154,800,42,89,2,1,4,11,55,0,0,2,3,46,0,1
EUW1_7525553259,15.18,2,1791,39099,516,102,166,498,518,875,106,777,50,526,0,1,4,9,35,0,0,0,2,19,0,1
EUW1_7525555962,15.18,6,1824,2757,266,11,910,145,80,54,163,893,96,117,0,0,1,4,18,1,1,3,11,38,1,0
EUW1_7525568779,15.18,5,1719,9231,901,11,90,157,117,875,121,7,29,555,0,0,1,10,27,0,1,3,3,22,0,1
EUW1_7525585729,15.18,4,2564,5693,6,233,3,15,800,24,82,112,21,89,0,0,1,5,43,2,1,5,10,48,1,0
EUW1_7525586934,15.18,5,1930,1250,62,29,777,15,902,150,234,105,51,555,0,0,2,4,29,1,1,3,11,46,1,0
EUW1_7525608092,15.18,2,1577,39098,875,78,90,18,12,122,254,134,235,105,0,1,2,8,23,0,0,1,2,16,0,1
EUW1_7525613904,15.18,4,1570,7826,893,36,777,67,22,122,59,45,110,902,0,0,0,0,12,0,1,4,11,31,1,0
EUW1_7525620425,15.18,6,1946,874,240,107,910,901,432,39,106,18,134,22,1,1,3,9,43,0,0,2,7,32,0,1
EUW1_7525633631,15.18,5,2445,9230,80,121,161,498,497,223,9,777,157,117,0,1,4,10,56,2,0,2,5,49,0,1
EUW1_7525656735,15.18,2,1840,39097,58,24,85,901,497,523,245,157,804,25,1,1,2,11,40,0,0,2,2,18,0,1
EUW1_7525679973,15.18,6,1722,873,80,24,13,145,555,54,11,157,21,99,1,1,2,10,51,0,0,2,2,18,0,1
EUW1_7525684153,15.18,0,1647,5791,54,106,84,202,161,36,35,238,523,432,0,1,4,6,24,0,0,0,3,21,0,1
EUW1_7525692108,15.18,7,1989,1926,126,154,34,222,16,887,62,10,145,555,0,0,2,3,45,1,1,3,11,48,1,0
EUW1_7525701192,15.18,4,1461,7825,122,64,13,202,22,80,234,55,804,117,0,1,2,6,37,0,0,2,1,27,0,1
EUW1_7525712875,15.18,3,1384,45767,106,141,61,222,432,887,9,142,18,517,0,0,2,3,27,0,1,1,3,26,0,1
EUW1_7525732606,15.18,6,1405,872,36,246,126,235,142,150,203,161,222,43,0,1,3,11,29,0,0,0,0,13,0,1
EUW1_7525736792,15.18,0,1960,5790,875,79,157,202,267,84,102,893,29,235,1,0,2,9,35,0,1,3,3,23,0,1
EUW1_7525769587,15.18,6,1938,871,14,77,101,81,53,164,59,34,51,902,0,0,5,10,39,1,1,0,3,25,0,1
EUW1_7525773960,15.18,6,490,542,122,59,61,21,526,164,62,13,236,555,0,0,0,0,2,0,0,1,0,6,1,0
EUW1_7525798535,15.18,6,955,541,85,517,101,18,350,41,28,161,110,412,0,0,1,1,20,0,0,1,0,6,0,1
EUW1_7525817271,15.18,3,2153,45766,17,11,99,67,3,56,107,800,51,223,0,0,1,4,24,0,1,4,8,42,1,0
EUW1_7525820309,15.18,4,1699,7824,875,59,61,21,235,110,233,131,412,22,0,1,2,10,26,0,0,2,0,24,0,1
EUW1_7525828927,15.18,6,1826,540,86,163,3,22,555,164,11,55,110,9,0,1,2,5,39,1,0,2,9,45,1,0
EUW1_7525849365,15.18,4,1866,47735,68,254,157,115,246,6,245,777,119,17,1,1,4,8,46,0,0,0,1,31,0,1
EUW1_7525863028,15.18,3,2229,45603,98,32,131,222,412,58,36,45,51,555,2,1,3,9,43,0,0,2,4,24,0,1
EUW1_7525896230,15.18,6,2173,2004,10,517,238,236,80,54,77,910,62,78,0,0,0,6,38,2,0,4,10,60,1,0
EUW1_7525899051,15.18,3,1355,45602,157,131,39,21,50,799,107,800,51,412,0,1,3,9,29,0,0,0,2,18,0,1
EUW1_7525905682,15.18,4,2081,7823,42,131,34,119,99,75,254,238,202,22,0,0,1,3,28,1,1,4,11,55,1,0
EUW1_7525938462,15.18,6,1898,2003,799,35,127,145,555,75,56,517,901,33,0,1,3,7,38,1,0,1,7,44,1,0
EUW1_7525968431,15.18,6,1515,2002,86,238,164,51,800,114,233,38,30,555,0,1,1,11,35,0,0,1,2,16,0,1
EUW1_7526000165,15.18,8,1352,2242,897,19,112,55,432,420,143,101,21,89,0,0,0,2,14,0,1,2,10,24,1,0
EUW1_7526002524,15.18,8,1550,2243,13,106,61,498,497,799,62,38,145,142,1,1,3,5,29,0,0,1,2,18,0,1
EUW1_7526003349,15.18,8,1818,2241,68,141,115,202,497,122,107,13,81,555,0,0,2,8,38,0,1,2,3,22,0,1
EUW1_7526025308,15.18,6,2306,2756,8,106,910,145,26,58,32,115,21,902,2,0,2,9,37,0,1,4,4,24,0,1
EUW1_7526088989,15.18,6,1741,291,9,106,5,202,16,10,121,245,22,80,0,0,0,4,23,1,1,4,10,29,1,0
EUW1_7526091027,15.18,3,1591,45765,202,238,99,122,25,150,106,517,235,16,0,1,1,2,16,0,0,2,5,20,1,0
EUW1_7526107929,15.18,6,1855,290,875,64,517,15,37,43,234,29,22,12,1,0,2,11,49,0,1,3,7,34,0,1
EUW1_7526119302,15.18,5,1618,4310,11,154,61,119,497,31,106,777,222,25,1,1,3,9,31,0,0,1,3,16,0,1
EUW1_7526140316,15.18,5,1764,4309,17,122,246,29,78,23,59,105,119,111,1,0,4,10,38,0,1,0,2,20,0,1
EUW1_7526151460,15.18,1,1125,64668,41,107,3,523,235,240,120,517,21,43,0,0,0,1,8,0,0,2,2,19,1,0
EUW1_7526159271,15.18,5,943,9229,24,517,910,235,63,34,62,157,800,32,0,0,1,1,15,0,0,0,0,6,0,1
EUW1_7526175656,15.18,5,1746,4308,41,56,61,15,497,98,141,112,119,111,0,1,0,4,28,1,0,4,10,37,1,0
EUW1_7526179231,15.18,5,1797,9228,223,64,30,22,235,98,78,112,15,79,1,1,3,10,44,0,0,1,3,17,0,1
EUW1_7526204976,15.18,5,1374,4307,887,107,166,222,78,8,421,238,119,143,0,0,0,0,18,0,1,3,8,34,1,0
EUW1_7526213493,15.18,6,1673,870,80,91,166,55,350,86,121,38,901,267,0,1,2,1,17,1,0,2,9,20,1,0
EUW1_7526227051,15.18,5,1957,4306,24,234,99,119,40,150,121,238,145,267,2,1,3,10,37,0,0,2,1,27,0,1
EUW1_7526239641,15.18,6,1714,869,80,59,90,804,161,86,517,246,236,201,1,0,2,9,40,0,1,2,3,28,0,1
EUW1_7526257254,15.18,5,1836,1249,67,254,90,22,99,54,799,136,901,902,1,1,4,9,34,0,0,0,1,28,0,1
EUW1_7526259269,15.18,5,1366,4305,223,517,245,202,89,62,107,134,119,25,0,1,0,9,22,0,0,2,5,30,0,1
EUW1_7526277114,15.18,6,1157,58,887,19,777,910,526,122,106,99,67,902,0,0,0,0,10,0,1,1,9,32,1,0
EUW1_7526287686,15.18,5,1582,4304,14,19,69,119,80,67,30,910,202,432,0,1,2,4,23,0,0,1,7,43,1,0
EUW1_7526309545,15.18,6,1621,57,23,91,38,145,22,24,154,85,222,526,0,0,1,2,13,1,1,3,10,31,1,0
EUW1_7526315271,15.18,5,983,4303,2,245,517,119,412,14,5,711,51,16,0,1,1,2,21,0,0,1,0,11,0,1
EUW1_7526339829,15.18,6,1399,56,36,950,127,29,99,6,245,161,42,526,0,0,2,11,37,0,0,0,0,13,0,1
EUW1_7526346428,15.18,5,1923,1248,78,91,7,236,99,17,106,238,51,902,1,0,4,10,43,0,1,0,3,25,0,1
EUW1_7526363627,15.18,6,1955,868,80,120,25,21,43,6,5,910,51,902,0,1,1,11,47,1,0,3,4,27,0,1
EUW1_7526454894,15.18,5,2147,1247,150,163,105,96,117,14,32,90,67,902,1,1,1,7,36,1,0,2,9,29,1,0
EUW1_7526495616,15.18,6,2118,539,86,238,8,901,51,875,254,13,22,888,1,0,3,9,49,0,1,2,5,54,0,1
EUW1_7526565830,15.18,0,1155,68932,24,203,50,15,78,517,36,38,21,37,0,0,0,1,13,0,1,1,4,26,1,0
EUW1_7526576645,15.18,5,1540,4302,82,421,245,119,53,74,233,39,145,44,0,1,2,9,41,0,0,1,4,29,0,1
EUW1_7526642630,15.18,5,1603,4300,875,121,99,119,427,145,19,950,222,902,0,1,2,5,40,0,0,2,7,37,1,0
EUW1_7526643564,15.18,0,1712,5789,14,234,38,145,57,122,5,3,777,63,1,0,0,0,17,0,1,4,10,28,1,0
EUW1_7526646431,15.18,6,1699,538,79,234,3,145,526,83,203,84,22,888,0,0,1,1,17,1,1,3,11,35,1,0
EUW1_7526688791,15.18,8,1547,29501,799,106,910,498,40,516,234,800,236,267,0,1,3,9,35,0,0,1,2,22,0,1
EUW1_7526689602,15.18,5,1940,4299,266,20,8,67,16,901,141,131,119,267,0,1,0,9,31,1,0,4,5,26,0,1
EUW1_7526728280,15.18,6,1832,537,81,33,61,110,89,31,421,103,236,267,0,0,3,8,35,0,1,1,4,28,0,1
EUW1_7526731012,15.18,2,2250,40668,122,27,166,22,147,412,11,4,21,143,0,1,5,9,55,0,0,0,3,32,0,1
EUW1_7526743473,15.18,5,1812,4298,14,60,61,119,117,24,245,105,96,35,0,0,2,4,30,1,1,2,10,36,1,0
EUW1_7526758160,15.18,6,1601,5430,27,141,7,18,53,36,11,893,235,25,0,0,1,2,14,1,1,2,9,37,1,0
EUW1_7526778944,15.18,5,1985,57320,150,29,238,523,89,10,60,711,51,267,0,1,2,4,31,1,0,2,9,35,1,0
EUW1_7526782243,15.18,6,1850,536,39,121,25,81,147,114,102,4,202,902,1,1,4,11,41,0,0,1,2,28,0,1
EUW1_7526788673,15.18,5,1396,4297,83,48,134,119,57,36,122,157,523,161,0,1,2,6,24,0,0,1,8,20,1,0
EUW1_7526789167,15.18,2,1614,40667,240,106,360,22,555,75,141,800,21,147,0,0,0,2,23,0,0,3,10,46,1,0
EUW1_7526791365,15.18,4,1818,5692,114,517,10,221,526,777,106,245,81,99,0,1,3,11,42,1,0,1,2,24,0,1
EUW1_7526806014,15.18,6,2250,5429,157,121,3,29,497,54,131,1,22,800,1,1,2,11,29,0,0,3,4,36,0,1
EUW1_7526824464,15.18,4,1568,5160,98,32,126,145,89,83,5,166,110,43,1,1,3,9,51,0,0,0,1,11,0,1
EUW1_7526830778,15.18,5,1305,57319,86,141,69,51,350,57,234,103,67,117,0,0,1,6,17,0,1,1,2,10,0,1
EUW1_7526833988,15.18,2,2870,40666,23,62,103,145,12,58,24,105,236,147,2,1,6,10,53,1,0,1,9,63,0,1
EUW1_7526842364,15.18,0,107,68931,421,30,105,15,53,82,107,8,804,350,0,0,0,0,0,0,0,0,0,0,0,1
EUW1_7526846277,15.18,5,1957,5879,516,59,13,804,16,98,64,45,51,50,0,1,1,8,26,0,0,3,5,21,0,1
EUW1_7526853392,15.18,0,1086,68930,17,19,103,15,99,114,203,800,115,45,0,0,0,1,7,0,1,2,3,15,1,0
EUW1_7526866963,15.18,4,1404,8979,86,233,11,67,44,58,63,103,42,89,0,1,3,11,48,0,0,0,0,18,0,1
EUW1_7526877889,15.18,0,1141,68929,777,19,115,15,25,887,80,166,222,53,0,1,2,3,23,0,0,0,0,9,0,1
EUW1_7526886038,15.18,5,1925,5878,58,234,115,110,497,36,80,103,157,235,0,0,1,3,31,1,1,4,11,33,1,0
EUW1_7526900572,15.18,4,104,8978,164,30,142,67,89,39,25,103,96,80,0,0,0,0,0,0,0,0,0,0,0,1
EUW1_7526917060,15.18,5,1689,5877,420,121,800,910,111,14,107,133,901,432,0,0,2,9,46,0,1,1,3,30,0,1
EUW1_7526918858,15.18,4,2264,8977,17,19,7,22,35,777,64,103,29,902,0,1,3,3,44,1,0,3,9,52,1,0
EUW1_7526939752,15.18,3,2061,8162,41,32,55,429,518,19,5,800,29,54,1,0,5,9,48,0,1,0,4,36,0,1
EUW1_7526992225,15.18,8,1155,2240,14,107,103,202,143,421,80,105,804,60,0,0,0,0,5,0,1,2,9,33,1,0
EUW1_7526994342,15.18,8,1114,2239,112,64,38,523,267,150,421,55,145,555,0,0,0,0,16,0,1,2,4,35,1,0
EUW1_7527003310,15.18,8,1494,2237,67,48,84,901,902,240,11,112,30,44,0,1,1,1,31,0,0,3,11,51,1,0
EUW1_7527003745,15.18,8,1791,2238,58,11,4,110,26,420,64,134,51,143,0,0,0,5,18,1,1,4,8,26,1,0
EUW1_7527021839,15.18,5,106,1246,27,72,4,236,267,24,35,90,22,902,0,0,0,0,0,0,0,0,0,0,1,0
EUW1_7527054351,15.18,5,1842,1245,31,91,34,29,902,86,875,38,523,117,1,1,2,9,22,0,0,2,4,7,0,1
EUW1_7527097597,15.18,4,1781,5691,22,203,90,110,99,67,104,101,21,117,1,1,1,10,35,0,0,2,1,26,0,1
EUW1_7527100491,15.18,7,1870,28159,266,245,45,202,111,58,143,901,18,497,0,1,1,5,29,1,0,4,7,34,1,0
EUW1_7527107155,15.18,3,1631,45764,122,141,800,901,350,54,121,1,15,526,0,0,0,1,11,1,1,4,7,32,1,0
EUW1_7527109355,15.18,6,1669,867,106,121,13,67,902,80,56,131,51,143,0,0,1,1,9,1,1,3,10,29,1,0
EUW1_7527125445,15.18,6,1207,63152,86,35,54,15,888,164,246,245,901,43,0,0,1,1,17,0,1,1,9,34,1,0
EUW1_7527136061,15.18,3,1540,45763,36,106,50,222,526,86,32,134,67,497,0,1,3,11,31,0,0,0,2,16,0,1
EUW1_7527163192,15.18,3,1973,45762,122,876,45,67,526,36,106,50,51,53,0,0,2,7,38,0,1,2,4,19,0,1
EUW1_7527167329,15.18,4,736,1653,17,56,55,236,89,36,113,45,22,161,0,0,1,1,19,0,0,0,0,3,0,1
EUW1_7527186283,15.18,6,1837,866,80,517,34,804,78,14,25,75,360,526,1,0,4,10,56,0,1,1,2,26,0,1
EUW1_7527186978,15.18,4,2192,1652,17,48,238,804,161,223,11,800,222,89,1,0,4,7,54,1,1,2,8,40,0,1
EUW1_7527202456,15.18,6,104,2636,777,20,1,235,44,6,36,517,15,63,0,0,0,0,0,0,0,0,0,0,0,1
EUW1_7527209883,15.18,6,2005,2635,516,35,711,21,26,875,517,98,15,43,0,1,1,3,14,1,0,3,10,33,1,0
EUW1_7527249736,15.18,6,2384,2634,92,517,142,110,267,106,234,161,202,89,0,1,3,8,44,2,0,3,4,29,0,1
EUW1_7527251641,15.18,6,1869,55141,238,5,134,145,53,799,517,166,523,60,0,0,3,2,33,1,1,1,11,49,1,0
EUW1_7527277559,15.18,3,1870,8161,122,517,910,901,16,36,111,145,22,117,0,0,0,0,16,1,1,4,10,33,1,0
EUW1_7527279195,15.18,8,1672,29500,150,20,910,15,35,39,33,136,42,267,0,0,2,4,33,1,1,2,10,42,1,0
EUW1_7527318902,15.18,8,1470,29499,24,77,910,523,902,92,143,166,96,117,0,0,0,2,12,0,1,3,7,23,1,0
EUW1_7527337700,15.18,6,1398,55140,14,32,910,236,117,2,234,81,221,267,0,1,3,11,32,0,0,0,2,13,0,1
EUW1_7527338384,15.18,0,1926,5788,82,245,799,157,25,887,154,29,67,40,0,1,3,5,31,1,0,2,9,45,1,0
EUW1_7527360767,15.18,8,1345,29498,23,141,910,145,412,113,234,101,22,147,0,0,3,10,30,0,1,0,0,10,0,1
EUW1_7527389087,15.18,4,956,3176,777,91,101,21,910,78,141,90,15,412,0,0,2,2,18,0,1,0,0,5,0,1
EUW1_7527395678,15.18,8,1306,29497,427,234,910,145,111,10,11,134,18,117,0,0,2,1,6,0,1,1,10,22,1,0
EUW1_7527403151,15.18,4,2088,11203,799,14,910,51,111,67,154,61,22,117,0,1,0,3,29,1,0,4,11,40,1,0
EUW1_7527403335,15.18,2,1774,8132,19,950,34,67,57,86,876,517,21,143,1,1,4,10,42,0,0,0,3,28,0,1
EUW1_7527485883,15.18,2,1745,40664,23,54,103,887,51,31,11,143,36,223,1,0,3,10,36,0,0,1,2,11,0,1
EUW1_7527513707,15.18,5,2267,7993,86,234,69,235,888,68,59,238,18,111,1,0,4,11,45,1,1,2,4,37,0,1
EUW1_7527556926,15.18,4,943,5690,420,107,893,81,350,114,63,55,22,117,0,0,0,1,15,0,0,2,1,15,0,1
EUW1_7527559540,15.18,3,1745,45761,82,233,115,96,902,50,20,3,523,526,1,1,3,10,32,0,0,0,1,15,0,1
EUW1_7527584186,15.18,4,1861,68985,40,19,105,51,78,133,131,3,22,142,0,1,3,4,35,1,0,2,11,38,1,0
EUW1_7527597004,15.18,3,1353,45760,516,11,131,51,111,17,254,90,4,526,0,0,0,3,14,0,1,3,7,35,1,0
EUW1_7527624251,15.18,4,1925,68984,17,141,246,99,25,24,19,157,202,89,0,0,3,3,41,1,1,1,9,42,1,0
EUW1_7527636753,15.18,3,1996,45759,27,35,80,202,161,223,9,245,145,526,0,1,4,12,48,0,0,0,2,24,0,1
EUW1_7527648718,15.18,5,2121,7992,516,233,101,67,526,122,141,69,29,111,0,0,4,10,65,0,1,1,6,37,0,1
EUW1_7527678474,15.18,4,2043,68983,36,19,134,67,201,31,11,245,202,902,0,0,1,3,21,2,1,4,11,40,1,0
EUW1_7527692500,15.18,4,2890,7818,31,200,800,119,80,75,799,518,202,22,1,0,4,10,47,2,1,4,10,53,1,0
EUW1_7527782768,15.18,2,1557,8131,516,131,84,96,902,19,76,777,67,26,0,0,2,7,32,0,1,1,3,25,0,1
EUW1_7527958155,15.18,4,1732,7817,24,48,99,523,26,893,106,517,202,22,0,0,1,3,21,0,1,3,10,50,1,0
EUW1_7528045091,15.18,8,1504,2236,126,11,136,145,555,897,203,13,119,113,0,1,3,10,49,0,0,0,3,30,0,1
EUW1_7528049910,15.18,8,927,2235,420,200,893,136,111,43,238,8,202,161,0,0,0,0,5,0,0,2,1,24,1,0
EUW1_7528052104,15.18,8,2031,2234,19,254,105,202,26,98,121,39,163,16,0,1,4,6,30,1,0,1,8,32,1,0
EUW1_7528060639,15.18,8,910,2233,517,59,112,18,267,799,11,85,161,40,0,0,1,0,8,0,0,1,2,21,1,0
EUW1_7528061897,15.18,8,2007,2232,126,56,268,15,37,36,233,84,161,902,0,0,2,4,15,1,1,3,10,41,1,0
EUW1_7528071089,15.18,7,914,2282,8,91,910,119,432,420,163,777,145,63,0,0,0,0,13,0,0,1,2,21,1,0
EUW1_7528077029,15.18,7,1973,2281,420,234,50,202,63,10,163,238,15,201,1,1,4,11,37,0,0,1,4,27,0,1
