MatchId,Patch,RankFk,GameDuration,TeamID,B1Champ,B2Champ,B3Champ,B4Champ,B5Champ,R1Champ,R2Champ,R3Champ,R4Champ,R5Champ,BlueBaronKills,BlueRiftHeraldKills,BlueDragonKills,BlueTowerKills,BlueKills,RedBaronKills,RedRiftHeraldKills,RedDragonKills,RedTowerKills,RedKills,RedWin,BlueWin
EUW1_7552416727,15.19,8,920,29095,887,91,157,222,902,799,78,1,42,40,0,0,1,6,16,0,0,0,0,4,0,1
EUW1_7552423099,15.19,8,1606,26838,9,78,777,236,267,122,59,115,145,526,1,1,1,10,44,0,0,3,4,17,0,1
EUW1_7552423174,15.19,5,1574,2835,92,77,893,115,37,78,104,161,498,497,0,1,3,9,29,0,0,0,2,15,0,1
EUW1_7552425798,15.19,0,1581,25129,98,83,90,145,147,82,246,910,22,117,0,0,0,1,14,0,1,3,8,38,1,0
EUW1_7552429618,15.19,5,1690,7012,82,36,29,119,35,39,131,777,15,53,1,1,4,10,44,0,0,0,2,19,0,1
EUW1_7552440364,15.19,8,1471,29039,68,246,25,81,16,154,59,38,21,111,0,1,0,3,15,0,0,3,1,30,1,0
EUW1_7552463276,15.19,5,1943,2834,98,141,38,81,201,799,79,777,115,235,0,0,3,9,49,0,1,2,3,34,0,1
EUW1_7552467341,15.19,6,1957,4533,58,62,81,30,89,86,131,134,119,37,0,0,2,3,32,1,1,3,12,38,1,0
EUW1_7552473733,15.19,0,2000,25128,360,19,72,81,25,41,30,79,236,350,1,1,3,10,34,0,0,2,3,21,0,1
EUW1_7552475870,15.19,8,1938,18457,79,200,112,523,497,24,91,84,51,267,0,1,4,10,33,1,0,1,3,18,0,1
EUW1_7552476869,15.19,5,1497,3823,85,19,517,51,99,86,254,105,18,89,0,1,1,1,25,0,0,3,8,42,1,0
EUW1_7552477276,15.19,6,2301,54133,875,421,517,145,78,122,64,910,901,35,2,0,2,9,41,0,1,3,9,39,0,1
EUW1_7552477844,15.19,10,1659,25055,31,254,13,145,497,517,246,18,161,432,1,1,3,6,33,0,0,1,2,24,0,1
EUW1_7552479367,15.19,4,1856,47752,14,11,55,29,117,83,234,38,119,53,1,0,3,10,35,0,1,2,4,20,0,1
EUW1_7552486970,15.19,7,1782,2369,14,234,517,22,40,24,64,55,67,111,0,1,2,4,21,1,0,2,10,39,1,0
EUW1_7552508757,15.19,4,1768,1069,83,233,157,22,117,31,33,134,800,235,0,1,4,11,38,0,0,0,1,18,0,1
EUW1_7552509268,15.19,5,1084,2833,420,60,233,15,16,11,20,245,429,89,0,1,1,9,40,0,0,1,0,17,0,1
EUW1_7552514966,15.19,4,2592,66347,27,32,157,360,267,122,106,166,523,412,1,0,5,7,44,2,1,2,7,42,0,1
EUW1_7552518644,15.19,5,916,9223,82,33,161,110,902,98,28,246,51,235,0,0,1,2,21,0,0,0,0,10,0,1
EUW1_7552520640,15.19,6,1768,4532,36,120,10,22,163,19,76,777,51,50,1,0,3,11,44,0,1,1,3,28,0,1
EUW1_7552520704,15.19,6,125,5454,31,254,266,147,54,10,245,238,145,223,0,0,0,0,0,0,0,0,0,0,1,0
EUW1_7552522806,15.19,0,915,25127,68,141,55,51,902,83,113,246,498,350,0,0,0,0,4,0,0,2,4,20,1,0
EUW1_7552524380,15.19,5,1581,3822,133,60,103,81,16,86,36,84,221,902,0,1,0,0,9,1,0,4,10,24,1,0
EUW1_7552529666,15.19,5,2130,9949,24,254,61,901,101,875,203,115,15,117,1,0,3,10,37,0,1,1,5,22,0,1
EUW1_7552531157,15.19,3,856,40401,266,233,84,523,117,114,56,99,22,412,0,0,1,0,13,0,0,0,2,19,1,0
EUW1_7552532227,15.19,4,1198,47751,39,77,131,119,201,110,238,55,157,412,0,1,2,5,37,0,0,1,0,14,0,1
EUW1_7552541847,15.19,6,2278,5453,517,141,238,15,99,79,131,157,18,555,0,0,1,4,34,2,1,4,10,45,1,0
EUW1_7552545375,15.19,8,2123,32338,92,20,38,202,161,114,107,25,145,526,1,1,2,9,48,0,0,3,3,35,0,1
EUW1_7552551426,15.19,4,2320,1068,8,154,202,222,80,516,234,910,145,143,1,0,1,4,47,1,1,5,8,54,1,0
EUW1_7552562599,15.19,5,2320,7284,102,106,84,804,267,122,200,800,222,43,0,0,3,8,45,1,1,3,7,35,0,1
EUW1_7552563818,15.19,8,1749,24055,39,91,157,221,26,427,141,14,222,111,1,0,3,11,38,0,1,1,3,19,0,1
EUW1_7552573630,15.19,6,1791,4531,17,80,136,22,40,240,131,268,222,117,1,1,1,8,37,0,0,3,2,21,0,1
EUW1_7552586986,15.19,4,1650,66346,98,421,25,804,111,240,32,7,110,902,0,1,0,3,24,1,0,4,7,36,1,0
EUW1_7552589192,15.19,0,1625,25126,875,5,517,51,902,48,238,163,145,53,0,1,3,8,35,0,0,1,6,26,0,1
EUW1_7552601385,15.19,3,113,3663,58,80,8,235,101,114,233,517,51,518,0,0,0,0,0,0,0,0,0,1,1,0
EUW1_7552607372,15.19,5,1771,3821,23,59,103,22,902,897,131,875,21,432,0,0,2,3,24,1,1,2,9,36,1,0
EUW1_7552619995,15.19,4,2666,1067,110,27,7,22,99,39,106,157,498,143,2,0,4,10,69,1,1,2,7,46,0,1
EUW1_7552620551,15.19,6,1425,5452,10,59,103,901,16,17,48,45,221,517,0,0,2,6,33,0,1,0,2,13,0,1
EUW1_7552620596,15.19,6,1763,4530,133,5,38,523,201,39,24,517,145,412,0,0,0,3,23,1,1,4,9,40,1,0
EUW1_7552620900,15.19,5,2160,7283,901,143,517,222,53,92,32,63,67,117,0,0,1,3,32,2,1,4,12,38,1,0
EUW1_7552622059,15.19,3,2482,7455,24,141,875,235,555,6,60,268,21,147,1,1,2,10,72,1,0,3,8,52,0,1
EUW1_7552624207,15.19,5,1652,3755,897,107,105,81,161,86,35,131,51,432,0,1,4,8,41,0,0,0,1,31,0,1
EUW1_7552624987,15.19,8,1598,29094,799,106,7,81,43,150,5,61,145,60,0,1,0,1,23,0,0,3,8,31,1,0
EUW1_7552628432,15.19,4,1724,66345,27,32,777,22,350,804,20,157,202,555,0,1,2,4,28,1,0,2,8,39,1,0
EUW1_7552629018,15.19,0,1942,11963,61,233,103,202,267,875,141,421,119,37,0,1,2,8,57,0,0,2,4,25,0,1
EUW1_7552630528,15.19,8,1482,22606,266,59,131,15,267,48,5,18,161,43,0,0,1,3,13,0,1,2,10,27,1,0
EUW1_7552632987,15.19,8,1813,32337,50,59,134,202,267,82,56,238,96,76,1,1,2,10,49,0,0,1,2,23,0,1
EUW1_7552643579,15.19,0,1929,25125,84,33,157,202,43,2,23,517,22,12,0,0,1,5,35,1,1,4,10,52,1,0
EUW1_7552653074,15.19,8,1694,34068,83,91,800,145,12,799,107,19,110,53,1,1,2,11,27,0,0,2,0,19,0,1
EUW1_7552654347,15.19,8,1093,25709,897,203,800,81,37,516,517,163,42,235,0,0,2,3,23,0,1,0,0,10,0,1
EUW1_7552657477,15.19,8,1440,28523,141,245,711,42,40,58,246,3,112,412,0,1,2,10,32,0,0,0,1,18,0,1
EUW1_7552672362,15.19,5,2287,3820,14,59,897,22,147,17,64,157,901,99,0,1,3,6,38,0,0,2,7,35,1,0
EUW1_7552690492,15.19,9,1518,24553,154,517,22,238,80,887,141,799,236,201,0,0,3,11,44,0,1,0,1,12,0,1
EUW1_7552700422,15.19,8,2513,25708,154,91,61,222,16,19,59,142,81,43,2,1,4,11,50,1,0,2,6,46,0,1
EUW1_7552706873,15.19,8,1590,18418,24,91,7,222,902,8,246,126,18,53,0,0,0,1,32,1,1,2,11,56,1,0
EUW1_7552708275,15.19,8,1503,34067,11,517,134,22,555,126,234,101,51,99,0,1,1,7,42,0,0,1,2,21,0,1
EUW1_7552720342,15.19,8,1835,22605,266,20,126,202,43,92,25,777,901,89,0,1,2,8,41,1,0,2,5,30,0,1
EUW1_7552738163,15.19,8,1596,31296,68,59,45,901,12,36,104,25,145,111,0,0,1,0,11,1,1,3,10,34,1,0
EUW1_7552745688,15.19,9,1651,24552,39,63,126,81,800,83,76,15,202,60,0,1,0,4,18,1,0,3,8,25,1,0
EUW1_7552750530,15.19,6,1209,35893,107,72,910,202,143,266,200,800,67,32,0,0,1,2,18,0,1,1,3,27,1,0
EUW1_7552759263,15.19,8,1275,34066,51,246,103,236,57,126,5,887,29,350,0,0,1,4,19,0,1,2,3,26,1,0
EUW1_7552767829,15.19,0,1113,10197,27,950,800,96,25,41,98,115,15,53,0,1,0,3,24,0,0,2,0,14,0,1
EUW1_7552777297,15.19,8,1765,22604,58,77,18,30,111,92,35,245,15,78,0,0,1,4,23,1,1,2,9,41,1,0
EUW1_7552778154,15.19,4,2020,5971,36,91,105,145,99,23,234,134,222,223,0,0,3,5,39,2,1,1,10,55,1,0
EUW1_7552789685,15.19,8,1997,12443,114,91,55,22,432,77,48,8,145,111,1,0,2,4,44,0,1,2,8,45,1,0
EUW1_7552820540,15.19,8,1714,23216,14,238,25,96,80,8,233,35,18,350,0,1,3,4,24,1,0,1,7,35,1,0
EUW1_7552820969,15.19,9,1678,25887,777,233,103,161,99,58,246,45,22,78,0,0,2,1,25,1,1,1,10,30,1,0
EUW1_7552821923,15.19,8,1697,34065,133,59,893,901,40,67,35,74,64,235,0,0,0,3,14,1,1,4,7,37,1,0
EUW1_7552822385,15.19,9,1882,24641,799,5,103,157,412,110,20,42,221,201,1,1,3,8,38,0,0,2,4,27,0,1
EUW1_7552842340,15.19,7,1566,10274,86,36,55,145,80,79,104,800,119,53,1,1,3,11,37,0,0,0,0,26,0,1
EUW1_7552847546,15.19,4,1897,5970,86,203,90,222,89,875,113,157,523,25,1,1,4,10,49,0,0,1,7,31,0,1
EUW1_7552850462,15.19,8,1930,31436,79,30,901,222,43,8,887,126,42,526,0,1,1,2,15,1,0,4,9,32,1,0
EUW1_7552854563,15.19,4,1601,8926,82,59,910,22,16,39,62,142,202,412,0,0,0,0,10,1,1,3,12,39,1,0
EUW1_7552854815,15.19,8,1841,29686,27,64,163,81,518,58,76,45,901,111,0,1,4,3,28,1,0,0,7,35,1,0
EUW1_7552857054,15.19,5,1093,10766,516,60,238,51,25,39,233,131,15,33,0,0,0,0,12,0,1,2,5,27,1,0
EUW1_7552862632,15.19,8,2171,22603,68,234,238,15,78,893,35,61,51,43,2,1,4,9,32,0,0,1,2,13,0,1
EUW1_7552863380,15.19,7,1038,2368,92,59,105,901,111,86,60,45,29,350,0,1,0,0,7,0,0,2,3,13,1,0
EUW1_7552878228,15.19,8,1652,34064,799,154,90,81,526,266,131,517,51,432,0,0,2,3,23,1,1,2,10,43,1,0
EUW1_7552882158,15.19,3,1555,6301,114,234,8,202,555,36,245,103,157,350,0,1,1,11,32,0,0,2,4,25,0,1
EUW1_7552899569,15.19,8,1764,29879,62,91,910,202,40,19,86,25,498,235,1,1,2,10,42,0,0,2,3,27,0,1
EUW1_7552904970,15.19,3,2337,9127,84,107,38,266,267,799,517,3,523,117,1,0,1,6,42,1,1,3,8,57,1,0
EUW1_7552908528,15.19,5,1648,26,24,107,13,222,267,82,234,246,145,555,1,1,2,11,36,0,0,2,2,24,0,1
EUW1_7552913017,15.19,3,1736,3662,83,32,61,202,412,36,19,34,235,101,0,0,1,1,22,1,1,3,11,38,1,0
EUW1_7552914199,15.19,9,1559,24130,17,35,42,901,37,41,120,25,202,43,0,1,2,9,32,0,0,1,4,19,0,1
EUW1_7552917624,15.19,9,1950,24640,13,131,238,222,412,86,20,157,96,117,0,0,2,8,44,1,1,3,7,35,0,1
EUW1_7552917960,15.19,5,1883,2832,24,48,85,51,161,50,131,238,110,43,1,1,3,10,38,0,0,2,3,26,0,1
EUW1_7552919050,15.19,7,1647,2367,897,131,61,21,111,2,62,1,29,78,0,1,2,8,34,0,0,1,2,27,0,1
EUW1_7552921673,15.19,8,1270,32460,85,234,134,360,25,150,5,166,42,111,0,1,0,7,33,0,0,2,2,22,0,1
EUW1_7552928437,15.19,0,1793,10196,164,233,8,42,43,133,57,136,145,555,0,0,0,4,35,1,1,4,9,57,1,0
EUW1_7552928533,15.19,8,1539,29685,266,5,105,145,111,126,11,13,136,555,0,1,4,11,50,0,0,0,2,21,0,1
EUW1_7552946581,15.19,4,1826,1684,133,28,157,45,54,14,33,3,498,412,0,1,2,3,11,1,0,2,10,34,1,0
EUW1_7552946733,15.19,8,1095,34063,126,876,103,498,89,799,59,163,145,12,0,1,1,8,29,0,0,0,0,9,0,1
EUW1_7552949938,15.19,4,1673,5675,516,24,101,222,117,36,76,25,18,111,0,0,1,1,12,1,1,3,11,23,1,0
EUW1_7552962216,15.19,8,490,29878,240,33,910,18,235,901,234,800,145,60,0,0,0,0,8,0,0,0,0,2,0,1
EUW1_7552971509,15.19,5,1169,57933,54,77,246,523,60,133,64,517,901,432,0,0,2,9,30,0,1,0,0,9,0,1
EUW1_7552972344,15.19,5,2259,25,75,141,134,202,43,6,131,157,498,412,2,1,4,11,50,0,0,2,8,37,0,1
EUW1_7552981550,15.19,4,1884,5846,875,245,166,67,16,157,113,55,222,147,0,1,1,2,28,1,0,4,8,40,1,0
EUW1_7552986319,15.19,2,1261,6951,82,120,4,498,53,114,246,245,51,99,0,1,2,5,28,0,0,1,0,7,0,1
EUW1_7552990931,15.19,8,1389,29877,114,121,131,236,267,8,30,61,222,235,0,0,2,10,37,0,1,1,2,14,0,1
EUW1_7552991491,15.19,3,1810,3661,150,59,69,145,50,10,11,238,235,101,0,0,0,6,17,0,1,4,10,34,1,0
EUW1_7552994221,15.19,6,1839,5319,36,427,25,901,53,80,5,800,804,103,0,0,4,11,44,0,1,0,0,33,0,1
EUW1_7552994956,15.19,3,1540,9126,39,107,893,429,555,82,20,134,202,50,0,0,0,2,17,0,1,4,11,50,1,0
EUW1_7552995484,15.19,8,1194,34062,799,20,238,50,555,517,246,134,429,518,0,1,2,11,40,0,0,0,0,16,0,1
EUW1_7552997342,15.19,6,1640,35892,31,517,157,22,43,240,254,134,67,267,1,0,2,11,34,0,1,1,3,24,0,1
EUW1_7553010851,15.19,8,2212,12442,150,91,61,22,142,157,238,893,202,432,2,1,4,10,49,0,0,1,3,47,0,1
EUW1_7553016703,15.19,9,2426,25886,133,59,134,15,43,516,234,910,81,497,1,1,3,8,34,1,0,3,4,22,0,1
EUW1_7553017062,15.19,5,1622,57932,799,200,245,145,555,106,121,777,51,99,0,1,2,11,44,0,0,1,3,23,0,1
EUW1_7553019798,15.19,0,2261,10195,98,234,238,145,555,39,48,45,523,37,1,1,1,4,45,1,0,5,11,42,1,0
EUW1_7553049909,15.19,4,1703,5845,10,141,69,202,142,57,234,101,18,25,0,0,1,2,19,1,1,3,6,31,1,0
EUW1_7553050659,15.19,0,2178,72769,17,48,25,21,143,86,246,893,804,99,0,0,4,10,38,0,1,2,3,35,0,1
EUW1_7553060275,15.19,6,126,35891,875,131,238,67,25,887,72,893,22,201,0,0,0,0,0,0,0,0,0,0,1,0
EUW1_7553062055,15.19,5,1943,24,266,60,800,804,555,14,131,134,81,89,1,1,1,5,33,0,0,4,9,43,1,0
EUW1_7553068580,15.19,2,164,6950,114,33,53,22,99,24,35,110,51,63,0,0,0,0,2,0,0,0,0,1,0,1
EUW1_7553069929,15.19,6,1969,5318,58,245,157,119,800,75,799,166,21,16,0,0,1,5,27,1,0,3,10,45,1,0
EUW1_7553076204,15.19,5,1711,5040,799,32,4,51,497,106,11,8,15,555,1,1,2,8,45,0,0,1,5,22,0,1
EUW1_7553085082,15.19,6,1690,35890,875,64,202,222,888,799,203,67,523,117,0,0,0,3,18,0,1,4,11,38,1,0
EUW1_7553087990,15.19,2,2709,6949,110,24,8,81,432,150,35,800,21,63,1,1,3,11,43,0,0,3,5,43,0,1
EUW1_7553092527,15.19,6,1620,10098,79,131,777,67,412,240,63,85,22,14,0,0,1,3,30,0,1,3,9,40,1,0
EUW1_7553100939,15.19,0,1324,10194,75,48,61,222,555,233,80,90,81,43,0,1,3,7,32,0,0,0,0,20,0,1
EUW1_7553102767,15.19,7,2552,2366,79,106,29,110,143,799,64,8,115,16,1,1,3,6,51,1,0,3,8,49,1,0
EUW1_7553109840,15.19,8,2247,12441,82,91,777,29,267,887,35,18,161,111,2,1,2,8,52,0,0,4,11,49,0,1
EUW1_7553114927,15.19,9,1105,25885,31,24,38,498,497,240,131,136,523,117,0,1,1,5,24,0,0,1,0,7,0,1
EUW1_7553118685,15.19,4,226,35239,17,233,245,18,350,893,107,161,110,526,0,0,0,0,1,0,0,0,0,2,0,1
EUW1_7553124421,15.19,10,1752,27275,84,59,166,804,164,8,233,134,67,350,1,0,3,6,29,0,1,1,6,33,1,0
EUW1_7553125563,15.19,8,2135,1799,150,11,84,202,267,266,91,134,18,12,0,0,1,5,32,2,1,4,10,38,1,0
EUW1_7553126776,15.19,0,1721,72768,86,31,103,67,78,39,24,517,51,555,1,1,1,8,35,0,0,3,3,23,0,1
EUW1_7553129310,15.19,6,1655,14379,114,17,101,51,12,875,131,10,145,555,0,0,0,9,26,0,1,4,3,28,0,1
EUW1_7553131366,15.19,3,1874,9009,75,14,517,804,63,893,25,1,202,902,0,1,0,6,18,1,0,5,6,31,1,0
EUW1_7553133991,15.19,5,1474,23,799,104,7,96,25,39,59,238,51,43,0,1,2,7,40,0,0,0,3,26,0,1
EUW1_7553140830,15.19,4,1798,35238,79,11,105,21,350,39,91,161,498,497,0,1,3,3,28,1,0,2,9,31,1,0
EUW1_7553150693,15.19,5,1875,5039,145,131,517,236,143,23,876,4,21,432,0,0,0,2,29,1,1,5,12,49,1,0
EUW1_7553155463,15.19,6,1925,10097,114,48,517,202,25,157,131,74,22,14,0,0,1,1,36,1,1,4,14,48,1,0
EUW1_7553181411,15.19,9,1114,25884,36,59,4,21,12,98,120,142,55,526,0,1,2,5,16,0,0,0,0,9,0,1
EUW1_7553187926,15.19,6,2090,14378,54,11,18,145,63,777,121,157,30,89,1,1,3,9,48,1,0,2,7,35,0,1
EUW1_7553205726,15.19,7,1311,2365,36,64,10,202,40,58,91,7,523,53,0,0,2,4,22,0,1,1,2,13,0,1
EUW1_7553208120,15.19,5,1862,22,36,233,142,67,99,86,141,127,145,518,0,1,2,3,40,1,0,2,11,43,1,0
EUW1_7553208932,15.19,3,1869,9008,150,32,90,21,111,157,28,523,222,54,0,1,3,7,47,0,0,1,4,33,0,1
EUW1_7553212870,15.19,8,1685,1798,79,19,45,222,16,75,59,84,235,143,0,0,0,2,17,1,1,4,10,30,1,0
EUW1_7553214053,15.19,6,1914,10096,14,876,45,901,223,39,5,38,42,432,0,0,0,2,19,1,1,4,11,51,1,0
EUW1_7553241138,15.19,5,1800,5038,82,113,157,15,37,122,233,4,145,53,0,0,2,3,12,0,1,2,7,32,1,0
EUW1_7553244938,15.19,7,2452,2364,875,30,555,901,78,799,246,55,18,25,0,0,0,7,45,3,1,6,11,61,1,0
EUW1_7553248059,15.19,6,1261,14377,75,56,517,81,16,86,106,30,22,800,0,0,0,0,8,0,1,2,11,29,1,0
EUW1_7553252677,15.19,7,3134,18168,1,234,8,15,53,516,517,157,29,147,3,1,2,10,71,0,0,4,10,79,0,1
EUW1_7553280269,15.19,6,1718,14376,79,200,38,145,201,22,35,136,119,117,0,0,0,1,24,1,1,4,9,30,1,0
EUW1_7553283098,15.19,5,2180,21,8,141,238,51,25,14,28,10,15,101,0,1,3,9,40,1,0,2,6,26,0,1
EUW1_7553288748,15.19,8,1979,1797,36,11,517,145,53,233,254,90,804,497,2,1,3,6,32,0,0,2,10,31,1,0
EUW1_7553318065,15.19,6,2073,14375,24,131,91,22,117,777,234,163,29,53,1,0,1,8,42,1,1,4,5,39,0,1
EUW1_7553330609,15.19,8,2345,1796,157,246,910,51,53,58,64,245,901,223,2,1,4,10,47,0,0,2,6,30,0,1
EUW1_7553359344,15.19,8,1801,18844,266,91,910,63,267,84,233,893,222,902,1,1,3,10,45,0,0,1,0,25,0,1
EUW1_7553381462,15.19,8,1626,1795,75,238,61,22,147,893,113,69,222,902,0,0,1,5,16,1,1,2,10,38,1,0
EUW1_7553382166,15.19,0,1200,71907,164,2,163,81,16,875,233,82,18,57,0,0,0,1,14,0,1,2,1,24,1,0
EUW1_7553385083,15.19,8,1865,18843,164,91,61,222,902,266,20,84,202,101,0,1,0,5,21,1,0,4,9,36,1,0
EUW1_7553393378,15.19,0,978,71906,82,246,142,119,245,114,11,25,222,350,0,1,2,2,16,0,0,0,2,6,0,1
EUW1_7553394094,15.19,8,1709,1794,36,131,910,15,40,23,517,3,901,143,1,0,3,11,38,0,1,1,3,22,0,1
EUW1_7553401219,15.19,3,1529,1364,39,876,143,202,902,777,233,17,21,117,0,1,2,11,34,0,0,1,2,14,0,1
EUW1_7553413080,15.19,0,1287,71905,85,28,29,21,902,82,122,38,51,267,0,0,0,0,12,0,1,2,6,33,1,0
EUW1_7553414329,15.19,8,1600,1793,106,246,43,145,201,901,131,112,523,412,1,1,0,9,30,0,0,3,2,17,0,1
EUW1_7553416310,15.19,0,2262,71904,875,64,115,22,75,80,98,105,360,25,0,1,2,9,32,2,0,3,7,57,1,0
EUW1_7553417425,15.19,8,1859,23352,68,131,246,22,53,17,163,266,119,111,0,1,2,2,26,1,0,2,10,37,1,0
EUW1_7553423386,15.19,2,746,41450,8,36,777,101,147,74,64,55,96,43,0,0,0,0,2,0,0,1,0,6,1,0
EUW1_7553428147,15.19,0,1741,71903,164,55,777,147,17,157,131,875,51,412,0,0,2,11,37,0,1,1,4,13,0,1
EUW1_7553429210,15.19,8,1692,1791,68,246,893,236,12,10,121,517,145,235,0,0,1,3,30,1,1,3,10,38,1,0
EUW1_7553429573,15.19,8,1469,1792,13,950,166,895,16,164,19,245,51,43,0,1,1,10,31,0,0,2,3,16,0,1
EUW1_7553434137,15.19,8,2265,23351,516,427,246,45,235,240,9,245,161,111,2,0,2,9,26,0,1,4,7,29,0,1
EUW1_7553441768,15.19,8,1718,1790,4,35,166,18,60,420,59,10,202,142,0,1,2,5,30,1,0,2,9,40,1,0
EUW1_7553452806,15.19,8,1606,18269,79,11,1,145,555,24,121,134,236,80,0,1,0,0,24,1,0,4,12,45,1,0
EUW1_7553460554,15.19,8,1844,18268,777,233,61,145,80,266,11,79,895,63,0,0,2,3,30,1,1,2,11,39,1,0
EUW1_7553464495,15.19,8,1631,23419,141,11,134,498,497,106,107,103,145,57,1,0,0,3,20,0,1,4,10,40,1,0
EUW1_7553470893,15.19,8,1512,23418,14,11,3,901,43,36,246,8,222,111,0,0,0,2,19,0,1,4,9,47,1,0
EUW1_7553481172,15.19,8,1242,23417,432,64,142,221,350,14,234,61,145,497,0,1,0,4,24,0,0,2,2,3,0,1
EUW1_7553523316,15.19,1,1622,8373,106,517,246,893,201,50,234,83,901,902,0,1,2,3,32,1,0,1,10,38,1,0
EUW1_7553539687,15.19,8,1008,30146,2,141,38,22,43,516,143,103,222,26,0,1,0,2,17,0,0,1,1,11,0,1
EUW1_7553548176,15.19,8,1460,34867,266,59,105,69,432,3,246,134,145,555,0,1,2,10,34,0,0,0,0,18,0,1
EUW1_7553566110,15.19,8,1998,24054,92,427,7,222,432,39,91,90,236,267,0,0,1,4,27,1,1,3,11,31,1,0
EUW1_7553570529,15.19,8,1412,30145,516,200,61,145,111,166,238,134,22,33,0,1,0,1,18,0,0,3,8,32,1,0
EUW1_7553591996,15.19,3,1957,1363,266,113,910,67,902,98,121,38,145,800,0,1,1,7,31,1,0,3,4,37,0,1
EUW1_7553625891,15.19,5,1801,52965,98,91,147,523,26,82,9,103,222,63,1,0,1,9,50,0,1,2,3,37,0,1
EUW1_7553627134,15.19,8,1718,34864,893,154,90,236,267,799,143,8,81,526,1,1,1,6,26,0,0,3,3,17,0,1
EUW1_7553632231,15.19,5,1822,2942,17,106,91,15,800,48,233,115,901,235,0,0,0,3,27,1,1,4,10,28,1,0
EUW1_7553633599,15.19,8,2215,32224,122,238,13,523,201,36,107,61,22,412,1,1,3,10,37,1,0,3,6,29,0,1
EUW1_7553633687,15.19,3,2508,1362,54,131,161,110,902,86,876,21,236,201,1,1,4,10,46,0,0,3,4,22,0,1
EUW1_7553651009,15.19,8,1499,29093,24,950,115,21,89,799,234,20,29,43,0,0,2,10,33,0,1,2,1,16,0,1
EUW1_7553664325,15.19,0,1126,25123,223,120,800,81,63,41,121,45,18,517,0,0,1,3,24,0,0,1,2,18,0,1
EUW1_7553665656,15.19,5,1465,52964,31,59,777,18,80,133,154,25,222,143,0,0,0,2,17,0,1,3,7,37,1,0
EUW1_7553673773,15.19,8,2335,34863,58,163,131,800,246,893,234,3,51,9,2,0,2,10,45,0,1,4,5,34,0,1
EUW1_7553674300,15.19,8,1587,33364,39,200,800,147,12,266,36,157,29,497,0,0,1,0,19,0,1,3,11,40,1,0
EUW1_7553675500,15.19,5,1735,2941,14,107,777,22,117,26,154,13,202,44,1,0,3,8,27,0,1,0,2,16,0,1
EUW1_7553679456,15.19,8,1725,32223,86,28,166,6,147,799,234,61,145,412,0,0,0,1,16,1,1,4,9,39,1,0
EUW1_7553698089,15.19,5,1516,52963,150,876,238,222,143,41,131,163,145,62,0,1,3,10,48,0,0,0,0,28,0,1
EUW1_7553698902,15.19,0,1595,25122,39,131,238,222,111,79,24,126,22,161,1,1,3,10,50,0,0,0,2,25,0,1
EUW1_7553699596,15.19,8,1615,18267,14,25,777,42,111,86,246,34,498,26,0,1,3,10,48,0,0,1,3,22,0,1
EUW1_7553713173,15.19,8,1412,33363,77,131,910,22,40,2,238,115,39,497,0,1,2,9,34,0,0,1,1,13,0,1
EUW1_7553739744,15.19,8,1605,29092,24,23,800,245,7,86,131,9,221,16,0,1,1,4,26,0,0,2,6,30,1,0
EUW1_7553749123,15.19,6,926,26501,133,59,910,202,92,14,121,25,22,497,0,0,2,1,13,0,0,0,0,7,0,1
EUW1_7553751718,15.19,7,1822,4783,98,59,245,222,267,31,200,166,804,78,0,0,1,4,32,1,1,4,8,32,1,0
EUW1_7553752583,15.19,7,1956,5479,17,517,90,22,44,36,141,69,360,412,1,0,4,9,41,0,1,1,9,43,1,0
EUW1_7553753393,15.19,8,1571,18266,2,36,103,81,26,266,107,55,901,267,0,0,3,2,21,0,1,1,10,34,1,0
EUW1_7553757723,15.19,7,1967,32291,54,82,910,96,117,80,19,238,29,497,1,1,3,10,36,0,0,2,4,41,0,1
EUW1_7553758838,15.19,5,1720,1712,875,63,238,51,518,122,254,103,145,412,0,1,2,9,42,0,0,2,2,25,0,1
EUW1_7553759564,15.19,8,1600,34862,92,59,7,145,111,893,234,103,221,235,1,1,4,9,34,0,0,0,2,11,0,1
EUW1_7553768904,15.19,5,1204,52962,164,141,90,202,12,77,102,910,804,101,0,1,3,4,24,0,0,0,0,15,0,1
EUW1_7553773836,15.19,0,781,2738,62,102,166,22,235,799,5,8,18,164,0,0,2,2,17,0,0,0,0,5,0,1
EUW1_7553775098,15.19,6,1496,26500,19,104,31,21,555,897,107,910,202,201,0,1,3,11,46,0,0,0,0,14,0,1
EUW1_7553786116,15.19,5,135,5037,6,876,4,81,350,266,131,3,236,43,0,0,0,0,0,0,0,0,0,0,1,0
EUW1_7553789002,15.19,8,1964,23215,80,11,161,236,267,14,20,101,22,902,1,0,3,8,43,0,1,2,6,32,0,1
EUW1_7553789769,15.19,0,1594,25121,14,20,9,202,888,58,64,800,145,902,0,1,3,10,47,0,0,1,4,21,0,1
EUW1_7553798131,15.19,5,1433,52961,6,234,517,804,223,420,131,34,67,412,0,1,1,2,11,0,0,3,10,38,1,0
EUW1_7553798768,15.19,0,1538,2737,10,54,133,360,44,36,131,166,51,63,0,0,0,3,29,0,1,4,6,39,1,0
EUW1_7553801133,15.19,7,565,5478,517,141,103,202,99,58,107,22,110,37,0,0,0,0,15,0,0,1,0,10,0,1
